Level	Date and Time	Source	Event ID	Task Category
Information	9/13/2016 11:47:42 AM	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.227.2262.0)
Information	9/13/2016 11:47:32 AM	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.227.2262.0)
Information	9/13/2016 11:47:14 AM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/13/2016 11:36:31 AM	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: FarmVille 2: Country Escape
Information	9/13/2016 11:36:31 AM	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: FarmVille 2: Country Escape
Information	9/13/2016 11:36:26 AM	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Candy Crush Soda Saga
Information	9/13/2016 11:36:25 AM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\D52A8D61.FarmVille2CountryEscape_5.7.1042.0_x86__jwbwg6xx0377a\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	9/13/2016 11:36:21 AM	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Candy Crush Soda Saga
Information	9/13/2016 11:36:15 AM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\king.com.CandyCrushSodaSaga_1.73.900.0_x86__kgqvnymyfvs32\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	9/13/2016 11:35:30 AM	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Xbox
Information	9/13/2016 11:35:30 AM	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Xbox
Information	9/13/2016 11:35:23 AM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/13/2016 11:35:23 AM	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Xodo PDF Reader & Editor
Information	9/13/2016 11:35:23 AM	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Xodo PDF Reader & Editor
Information	9/13/2016 11:35:18 AM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\5E8FC25E.XodoDocs_3.6.0.0_x64__3v3sf0k6w2rec\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	9/13/2016 11:34:40 AM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxApp_19.21.9012.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	9/13/2016 11:34:09 AM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/13/2016 11:34:09 AM	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Twitter
Information	9/13/2016 11:34:09 AM	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Twitter
Information	9/13/2016 11:34:04 AM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\9E2F88E3.Twitter_5.3.1.0_x86__wgeqdkkx372wm\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	9/13/2016 11:33:41 AM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/13/2016 11:33:41 AM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/13/2016 11:33:41 AM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Warning	9/13/2016 11:31:00 AM	Microsoft-Windows-NDIS	10400	None	"The network interface ""Intel(R) Dual Band Wireless-AC 7265"" has begun resetting.  There will be a momentary disruption in network connectivity while the hardware resets.
Reason: The network driver requested that it be reset.
This network interface has reset 2 time(s) since it was last initialized."
Information	9/13/2016 11:31:00 AM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/13/2016 11:31:00 AM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Error	9/13/2016 11:30:38 AM	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Information	9/13/2016 11:30:30 AM	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2016‎-‎09‎-‎13T14:47:18.567161400Z
Wake Time: ‎2016‎-‎09‎-‎13T17:30:28.557677000Z

Wake Source: Power Button"
Information	9/13/2016 11:30:29 AM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	9/13/2016 11:30:28 AM	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 2, FullResume: 431, AverageResume: 432
Information	9/13/2016 11:30:27 AM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T17:30:27.500000000Z from ‎2016‎-‎09‎-‎13T14:47:23.588771900Z.

Change Reason: System time synchronized with the hardware clock."
Information	9/13/2016 8:47:23 AM	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	9/13/2016 11:30:28 AM	EventLog	6013	None	The system uptime is 145585 seconds.
Information	9/13/2016 8:47:20 AM	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Error	9/13/2016 8:47:18 AM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	9/13/2016 8:44:04 AM	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	9/13/2016 8:44:04 AM	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Information	9/13/2016 8:44:00 AM	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2016‎-‎09‎-‎13T14:22:35.300223100Z
Wake Time: ‎2016‎-‎09‎-‎13T14:43:58.626281200Z

Wake Source: Device -Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)"
Information	9/13/2016 8:43:59 AM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	9/13/2016 8:43:58 AM	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 1, FullResume: 432, AverageResume: 432
Information	9/13/2016 8:43:57 AM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T14:43:57.500000000Z from ‎2016‎-‎09‎-‎13T14:22:40.083046400Z.

Change Reason: System time synchronized with the hardware clock."
Information	9/13/2016 8:22:40 AM	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	9/13/2016 8:22:36 AM	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Error	9/13/2016 8:22:32 AM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	9/13/2016 8:15:20 AM	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name www.googleapis.com timed out after none of the configured DNS servers responded.
Warning	9/13/2016 8:13:31 AM	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name bluegranite1-my.sharepoint.com timed out after none of the configured DNS servers responded.
Warning	9/13/2016 8:12:11 AM	Microsoft-Windows-NDIS	10400	None	"The network interface ""Intel(R) Dual Band Wireless-AC 7265"" has begun resetting.  There will be a momentary disruption in network connectivity while the hardware resets.
Reason: The network driver requested that it be reset.
This network interface has reset 1 time(s) since it was last initialized."
Information	9/13/2016 8:12:11 AM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/13/2016 8:12:11 AM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Warning	9/13/2016 8:11:57 AM	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name win10.ipv6.microsoft.com. timed out after none of the configured DNS servers responded.
Information	9/13/2016 8:11:35 AM	RFCOMM	1	None	Bluetooth has accepted service {00000000-0000-0000-0000-000000000000} on remote device (00:00:00:00:00:00) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	BTHUSB	37	None	Bluetooth radio has accepted discoverability due to policy Bluetooth\AllowDiscoverableMode.
Information	9/13/2016 8:11:35 AM	RFCOMM	1	None	Bluetooth has accepted service {00000000-0000-0000-0000-000000000000} on remote device (00:00:00:00:00:00) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	BthEnum	1	None	Bluetooth has accepted service {0000111e-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	BthEnum	1	None	Bluetooth has accepted service {0000110e-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	BthEnum	1	None	Bluetooth has accepted service {0000110c-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	BthEnum	1	None	Bluetooth has accepted service {0000110b-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	BthEnum	1	None	Bluetooth has accepted service {00001101-0000-1000-8000-00805f9b34fb} on remote device (00:21:3c:a6:b0:f3) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	BthEnum	1	None	Bluetooth has accepted service {00001101-0000-1000-8000-00805f9b34fb} on remote device (00:00:00:00:00:00) due to policy Bluetooth\ServicesAllowedList.
Information	9/13/2016 8:11:35 AM	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\rundll32.exe (process ID:5144) reset policy scheme from {D6A8AC4A-2C90-4BD7-A037-BCFA7C3C66F9} to {381B4222-F694-41F0-9685-FF5BB260DF2E}
